ArtificialStar0001   1.8563778   9.1528301
ArtificialStar0002   3.0932129   1.3145755
ArtificialStar0003   1.4199167   5.5217542
ArtificialStar0004   9.1146508   5.0945006
ArtificialStar0005   9.8693881   1.6117304
ArtificialStar0006   1.5739304   8.7470275
ArtificialStar0007   9.6379211   7.0063905
ArtificialStar0008   7.6240935   7.0094127
ArtificialStar0009   9.7508105   0.3412439
ArtificialStar0010   7.2219271   8.5100668
ArtificialStar0011   5.0071193   3.8954085
ArtificialStar0012   5.6294437   5.5822295
ArtificialStar0013   6.7488835   9.8521933
ArtificialStar0014   9.7601082   4.3479634
ArtificialStar0015   6.5273306   7.4567277
ArtificialStar0016   2.4569999   8.3411199
ArtificialStar0017   8.9659451   3.8822854
ArtificialStar0018   4.9519021   6.7447523
ArtificialStar0019   2.9295322   0.1725394
ArtificialStar0020   7.9538612   3.9473044
ArtificialStar0021   9.3325009   7.4092609
ArtificialStar0022   9.4864202   0.7231683
ArtificialStar0023   3.6134469   5.6508221
ArtificialStar0024   8.6920483   8.7428441
ArtificialStar0025   4.6997649   0.2942321
ArtificialStar0026   0.8458739   3.5561229
ArtificialStar0027   1.3878051   9.4588433
ArtificialStar0028   7.4390958   4.9439415
ArtificialStar0029   9.7841311   9.1914614
ArtificialStar0030   5.7137483   4.7657757
ArtificialStar0031   5.0567555   9.5273549
ArtificialStar0032   5.5398199   1.0296034
ArtificialStar0033   3.5348410   1.1496294
ArtificialStar0034   1.4824325   2.6129568
ArtificialStar0035   1.5634824   4.8949955
ArtificialStar0036   6.4656527   3.5718255
ArtificialStar0037   3.7263856   4.7661644
ArtificialStar0038   0.2463179   0.6309919
ArtificialStar0039   8.2781378   4.7854805
ArtificialStar0040   7.1756368   6.0426805
ArtificialStar0041   7.5665457   1.8998653
ArtificialStar0042   8.2603532   6.4108727
ArtificialStar0043   3.4047912   8.2351333
ArtificialStar0044   9.3796286   3.3792087
ArtificialStar0045   8.6351208   1.7700548
ArtificialStar0046   1.2079718   2.8608372
ArtificialStar0047   7.6802419   5.2412436
ArtificialStar0048   4.5763177   4.0111122
ArtificialStar0049   2.8005637   0.4226122
ArtificialStar0050   9.4436641   6.4688849
ArtificialStar0051   9.3808035   4.9117919
ArtificialStar0052   4.0452762   3.1535154
ArtificialStar0053   2.3561738   5.0421017
ArtificialStar0054   4.3925994   7.1488110
ArtificialStar0055   8.0283832   9.4401804
ArtificialStar0056   8.4594596   6.5025893
ArtificialStar0057   9.9621611   0.6782455
ArtificialStar0058   5.9193088   6.7912891
ArtificialStar0059   8.2449024   4.2622738
ArtificialStar0060   0.2872992   6.8325593
ArtificialStar0061   8.6710650   1.2231415
ArtificialStar0062   2.1070156   5.8702073
ArtificialStar0063   5.8834817   1.1055468
ArtificialStar0064   6.3116792   0.7405914
ArtificialStar0065   5.0577744   5.3733395
ArtificialStar0066   1.3459960   7.6560461
ArtificialStar0067   2.5838776   3.4922423
ArtificialStar0068   4.3649383   9.5286772
ArtificialStar0069   6.3790823   7.9018853
ArtificialStar0070   5.8448443   5.8491584
ArtificialStar0071   4.9367407   4.1085647
ArtificialStar0072   1.4227710   2.3505890
ArtificialStar0073   0.9506467   6.9043601
